핸들,댓글 내용
@riv1204_uu,"헉 대박 ㅠㅠ 여름에 진짜 선크림 찐득한거 너무너무 싫어서 로션같은 제형, 백탁 없는거 찾아 바른다고 막 여러개 도전해봤는데 결국엔 여름에 해가 갈수록 더워지다보니 일할 때 움직이다보면 선크림이 땀이랑 같이 흘러서 이게.. 이렇게 바로 흘러버리는데 과연 자외선 차단이 될까..? 이러면 뭐 어떻게 해야되는거지 밖이라 다 닦고 다시 바를수도 없는데 설마하니 여기 덧발라야하나.. 막 오만가지 생각이 다 들더라고요ㅎㅎ..
원래 피부에 트러블 1도 안나는 편이었는데 요 몇년 사이에 트러블 확 올라오면서 민감성으로 피부 타입이 바뀌었는데 습관적으로 뜯다보니 이게 흉이 군데군데 정말 많이 생겨서 선크림을 안바를수는 없는 상황이 되어버렸네요 ㅠㅠ.. 그럼에도 귀차니즘 성격이라 뭐 여러가지 바르는건 곧죽어도 잘 못하는데 선크림 밀리면 진짜 때처럼 밀려버리니까 어쩔 수 없이 안뜨게 기초 덕지덕지에 크림 바르고 뭐바르고.. 선크림 바르고..
 이러고 있는데 기초에 선크림 하나만 발라도 되다니 진짜 저같은 귀차니즘+민감+흉터 달고사는 사람한테 딱인 것 같아요 
영상에서 언니가 말하셨듯이 선크림은 몸에도 필수로 발라야한다는걸 요즘 실시간으로 깨닫고 있어요..
몸에 있던 상처나 잡티들이 자외선을 직빵으로 쬐니 점으로 변하더라고요 
그치만 바디로션도 끈적여서 너무 싫은데 선크림을 팔이나 다리에 발라야한다고 생각하면 너무 끔찍해서 아 진짜 답없다 이러고 있었는데 이번에 개발하신 선크림 온몸에 그냥 찹찹 바르면 되고 트러블 부각도 안되니 최고인 것 같아요 넘넘 기대됩니다
진짜 좋은 선크림 개발해주셔서 감사하구 선크림 대박나시길 바랄게요 (*ฅ́˘ฅ̀*)♡"
@user-uy5xo6qv9k,"아 일단 엉니꺼는 아묻따 쟁입니다  저는 피부가얇고 예민하고 수부지피부타입이구요 어떨땐 너무건조!  좋다는 선크림 조금과장해서 백개는넘게써봤고 가볍고 끈적임이 싫어 골라바르면 너무건조해서 바짝바짝 매마르고 건조해서  수분감 좋은거 바르면 시간좀지나면 유분왕왕 진짜한통끝까지써본적 없어요
그적당함을 찾기 어려움 ㅜㅜ 언니가 만든 선크림 가벼운데 결이 좋아보이는 그광 너무기대대요 ㅜㅜ 언니한가지소원은  톤업크림도 만들어주세요 ㅜㅜ"
@happy_yz,"헐 저랑 똑같은 피부타입이라서 놀랬어요ㅠㅠ저도 선크림만 바르면 피부가 예민해지고 이마에 좁쌀여드름 난리나요ㅠㅠ지금도 이마는 선크림생략하고 U존만 달바선크림사용중이에요ㅠㅠ유분이 많은 이마에는 어떤 선크림을 발라도 뾰루지가 올라오더라구요ㅠㅠㅠ그래서 이마랑 목은 까매욬ㅋㅋㅋㅋㅋㅋ톤차이 생겨서 슬프지만..그래도 좁쌀 올라오는거보단 까매지는게 나아요
 근데 이 세럼제형인 선크림은 도전해보려구요!!
피부가 편해보이고 오히려 진정될 거 같아요!ㅎㅎ2개만 구매해서 테스트해보고 너무 마음에 들면 4개 이상 쟁이러 다시 올게요🫶"
@user-wr5wf4cc6k,"1:04  심톨언니 런칭 축하드립니다 
6:43 영상 잘봤습니다 
8:32 항상 유익한 정보 감사드립니다 
13:00 앞으로도 다양하고 유익한 정보와 소식으로 활발한 소통을 기대하구요, 많은 사랑받으시길 언제나 응원합니다"
@HARU-ds6yy,"기존 썬크림들은 아무리 획기적이다, 새롭다 말만하지 진짜 거기서 거기인것같고 딱히 개선점을 몰랐거든요. 근데 이건 진짜 '혁명'이네요! 꼭 한번 써보고 싶어요. 아무리 비싼 화장품, 레이저 써봤자 기본적으로 선케어가 안되면 의미가 없거든요. 이건 정말 심톨님의 이름과 얼굴을 걸고 나온거니까 믿고 써볼게요!!"
@aaainbuu,과외비 들어온 기념.. 네개 구매했어요옥!!!!!! 항상 선크림의 무거운 느낌이 싫었는데 얘는 산뜻하길 기대하며🫧
@Gistagry-hd,보통 여드름피부는 무기자차 쓰라고 하지 않나용???ㅠㅠ 저두 유기자차 쓰면 여드름 나서요 ㅠㅠㅠ
@user-gn8fx3gu4c,"저는 어릴 때 자외선차단이 얼마나 중요한지 모르고 선크림도 안바르고 막 다니다가 얼굴이 벌겋게 익어버리는 일이 많았는데요 요즘은 자외선이 제일 무서워요.. 피부가 빨리 노화될까봐… 

오늘 심톨님께서 소개해주신 델피어 아쿠아 테카 카밍 선세럼은 수분감이 가득해서 즉각적으로 자외선으로 열 오른 피부 온도를 감소해줄수 있는 제품이라 믿음직스럽고 저는 오늘 영상에서 심톨님께서 델피어 아쿠아 테카 카밍 선세럼은 소개해주실때 눈시림이 없는 선세럼이라는게 가장 와닿아요 예전에 타사 선세럼 사용했다가.. 진짜 하루종일 눈물 주르륵... 난적이 있어서 그 뒤로 선세럼은 절대 사용하지 않는데요..! 델피어 아쿠아 테카 카밍 선세럼은 눈시림이 없다고 하셔서 너무 기대됩니다 

그리고 여름철마다 불타는 고구마가 되는 저에게 가장 필요한 제품이라고 생각해요  제형도 세럼 제형의 촉촉한 수분 선크림이고 온몸에 열이 많고 땀도 많이 흘리는 더위를 많이 타는 체질인데 그래서 특히 여름에 스킨케어 제품 많이 바르는것을 부담스러워 하는데요 

토너로 피부결 정리하고 가벼운 제형 로션 바른다음 델피어 아쿠아 테카 카밍 선세럼으로 마무리 해주면 얼굴이 답답하지 않고 가벼우면서 산뜻한 마무리감을 느껴볼 수 있을 것 같아서 기대됩니다 

올여름 저의 소중한 피부를 지켜줄 데일리선크림으로 델피어 아쿠아 테카 카밍 선세럼 사용해보고 싶어요 심쿵이들을 위해 이벤트까지 챙겨주셔서 감사해요 
🫶"
@user-jh6zb5nt9f,"항상 심톨님이 추천해주시는 제품들은 진짜 믿고 쓰는것같아요 ㅋㅋ 케드마부터 시작해서 키에라 잔디세럼 팩까지 다 쟁이고 스팀베이스 스케일러 토닉 클랍 등등 걍 안산거 새는게 더 쉬울정도 .. 진심 다 좋아서 맨날 만족하며 사용중입니다 :) 
평소에 개기름 많이 올라오는 수부지 피부인데 무기자차는 뻑뻑한데 백탁에 나중에 올라오는 개기름까지 너무 부담스러워서 스킨케어는 공들여서 열심히해도 선크림은 맨날 스킵하게 되더라고요 .. 어쩌다가 한번 발라도 뾰루지 나고 피부 뒤집어지고 .. 스킨케어 성분이 들어간 선세럼이라니 너무 신박한데 저랑 같은 피부타입인 심톨님이 만드셨다 ? 당장 구매갈기러갑니다 ,, 이제부터 자외선 관리 해야겠서요 ㅎ 항상 좋은 제품 소개해주셔서 감사합니다 🥹 완전 기대중 ㅠ"
@clara1177,"저는 자외선에 초초초 예민한 피부라 선크림 안 바르고 그냥 밖에 나갔다간 따가움에 견디지 못하는 사람이에요..ㅠ 심지어 메이크업도 매일 하게 되면 여지 없이 트러블이 올라와서 진짜 중요한 날이 아니면, 늘 톤업선크림 정도에서 타협을 보죠..ㅠㅠ 이런 제가 제일 힘든 게 무더운 한여름인데요. 자외선이 너무 강해서 선크림을 두시간마다 덧발라야 하는데,  그렇게 한겹 두겹 덧바르다보면 또 모공이 막혀서 트러블이 나는 상황이 반복되는 거예요. 촉촉하다고 소문난 선크림을 찾아서 발라봤지만, 눈시림이 있거나 겉으로 보기에만 촉촉해보일뿐, 흡수가 잘 안 되어서 땀과 뒤섞인 채로 온갖 먼지가 얼굴에 달라붙어 간지러워죽겠는 상태가 되는 거죠. 솔직히 선크림이란 건 원래 이런 존재인가보다 하고 포기하고 살고 있었는데, 지금 심톨님 영상을 보고 세상에 이렇게 신박한 자외선 차단제가 있다고??!!! 저 진짜 델피어 선세럼 보자마자 저도 모르게 와.. 이건 무조건 사봐야겠다! 저도 모르게 육성으로 내뱉었다니까요? 지금 바로 쟁이러 갑니다. 이번 여름은 심톨님만 믿어요~!!"
@eppi_eg,"전 이 세상 모든 선크림 다 써봤다고해도 될 정도로 백화점템, 드럭스토어템, 인플루언서 분들이 만든 템 거의 다 써봤어용
딱히 뭐 트러블 나는 피부는 아니었지만 이제 임신하면서 좀 더 순하면서 효과가 확실한 제품을 찾고 있었어요!
이번 아쿠아 데카 카밍 선세럼은 건조한 피부, 민감성 피부, 열성 피부 등등 모든 피부 컨디션에 사용가능한 순한 성분들로 이루어져 있어서 임산부가 써도 무방할 것 같더라구용 ㅎㅎㅎ
심톨언니 믿고 아무 성분표 안보고 일단 구매부터 한 뒤에 성분 분석 하긴 했지만…!!! 너무너무 기대되는 제품입니당🩵🩵🩵"
@h_seul,"건성 피부라 맞는 선크림이 그리 많지 않은데 선세럼은 건조하지 않을 거 같아요. 2개 구매 완료했어요. 성분 좋다고 너무 강조하셔서 심톨님 믿고 써보려구요
성분이 비싸서 가격대가 높은편이라고 하니 많이 팔려서 이벤트라도 자주 열렸으면 좋겠어요"
@uzalove,"지나가다 영상보고 바로 구매했어요
저는 선크림에 집착하는 편이거든요 
하루라도 안바르면 바로 점이랑 기미가 올라와서 광기에 가깝게 자주 꺼내 바름니다ㅎㅎ
직업상 개털이 날리는 곳에서 일하기에
끈적거리면 얼굴에 털이 보송허게 코팅되는 대 참사가 일어나서
깔끔하게 발리는 제품을 선호해요
너무 기대되고 몇개는
동료들에게도 선물하려구요"
@user-pb1yg6oh1t,"선크림 바르면 건조해져서
안바르고 파운데이션이나 팩트에 자외선차단 되니까
하고 생략했거든요.
기대됩니다
 심톨님 믿고
잘  써볼께요~~♡"
@eholl2528,바로 2개 구매했습니다~~~~ 
@eunhayan,"고민진짜많이 했어요. 이미 집에있는 선크림만 4개인데... 내가 또사는게 맞나 싶어서 
어쩌지 생각했는데. 속는셈치고 사보라고 하셔서 그래 이번에 한번속아보자 생각하고 최다구성 4개짜리로 구매했어요. 
정말..좋았으면 좋겠습니다! 요즘 많이 더워져서 쓰던 선크림이 살짝 무거워지는 와중에 엄청 가볍다하셔서 사봐요. 
제!!!발!!! 믿구산만큼 좋았으면 좋겠어요!"
@user-gt7up8zc8i,이중세안 해야하는 선크림일까요?!
@user-sd2wl5fz9v,"안녕하세요. 25년차 선크림 유목민 인사드림다? 
심톨님이 말씀하시는… 그 느끼하고 텁텁한 제형 때문에 정말 국내 브랜드 다 써보고도, 일본 비오레, 아네사 선세럼 선크림까지 다 섭렵해봤는데도 아직도 정착을 못하고 있었거든요? 심톨픽이라면 늘 믿고 쓰지만, 이건 진짜 딱 저를 위한 거 아닌가 싶은데요ㅠㅠ…(특히, 지인분들 후기 들어보니 더 궁금해요…) 암튼 제품 개발하시느라 고생하셨어용 저 넘넘 잘맞았으면 좋겠네요 진짜ㅠㅠ"
@tre2723,"선크림.. 진짜 중요하단 말은 엄청 들었는데, 막상 바르려면 손이 잘 안갔어요. 일단 선크림 종류가 많은데 어떤거 선택해야 할지도 어렵고, 힘들게 골랐는데 내 피부랑 안맞은 적도 많고.. 대부분 답답하고 느끼하게 발리고, 또 발림성이 안좋아서 바쁜 아침에 빠르게 바르기 어렵거나 하얗게 일어나고, 시간 지나면 엄청 건조해지고, 진짜 자외선 차단이 되는지도 모르겠고..
이 선세럼은 선크림 특유의 무겁고 느끼한 느낌이 없는데다 대강 발라도 안 밀리면서, 차단은 확실하다니 진짜 한번 써보고 싶네요!"
@A_pretty.girl_,20살 여기저기 돌아다니는데 쿠션의 spf지수는 못 믿겠고 선크림 하두 바르라 해서 발라야하는건 알겠는데 평소에는 스킨만 바르고 선크림바르면 또 메이크업하는 느낌이라 안 발랐는데 말만 스킨같은 제형뿐 다 선크림이었는데 이건 ㄹㅇ 스킨이나 다름없는 거잖아요 너무 신기하고 획기적이라 구매욕구가 넘치네요!!
@user-gw6fv9hh4v,"평소 모공, 피부톤에 고민이 많아 약간의 프라이머 효과는 내는, 보라색•파란색 선크림 다 써보았지만 민감성이라 그런지 조금 지나고 나면 뾰루지 1-2개씩 올라오더라구요..
 옛날에는 예뻐보이는 게 더 중요해서 바르고 다녔지만 요새는 성분 좋은 선크림에 눈이 가기 시작했어요, 심톨님도 민감성 피부라 선크림 쓰고 피부 뒤집어지는 걸로 고민 많이 하셨다고해서, 거기다가 화장 전에 써도 찰떡인 선크림인데다가 심톨님이 오랫동안 공들여 만드셨다니 안 써볼 수가 없어서 고민 끝에 2개만 사봤답니다..
 아직 배송 받진 못 했지만 너무 기대돼요 !
기초템, 관리장인 심톨님의 픽이니 믿고 써볼게요 !!"
@ps.k8139,"주문배송완료
 모낭염 증상이있는데 직접 발라서 혹시 더 악화되는건없는지 보려구요"
@user-qn1ik3xu9h,"어후 언닝… 보자마자 구매갈겼네… 언니 저 손에 바를 썬크림 필요했는데 조아조아
손에썬크림 바르면 답답하고 끈적하고 알져?
운전 많이하는 사람한테 좋을거같아서 4개샀어요 
제형은 언니꺼니까 당연좋을꺼고
대체 시스루가 차단 기능을 제대로 할 지 기대되네요
이거 자외선 차단만 제대로면 평생쓸꺼에요"
@user-wt9tn3wx7e,"선크림 유목민인 사람입니다..ㅜㅜ
너무 정착해보고 싶은 제품이 나타난 것 같아요
일단은 심톨님이 만드셨다구 하니까 진짜 궁금한건 당연한데 선크림이라니 진짜 궁금하네요 그리고 민감성피부 입장에서는 백탁 생기고 허연 선크림 보기만 해도 답답하고 트러블 유발할 것 같아 불안한데
진짜 스킨케어 제품들같은 제형이 너무 매력적인 아이템 이네요 심톨님 만드시고 개발하시느라 넘 고생하셨네용ㅎㅎㅎ진심 대박날 거 같아요 넘 궁금해요..."
@user-pm4cb3fg8h,휴.. 저.. 유튜버 공동개발 화장품은 한번도 안샀는데 심톨님 선크림은 믿고 영상 보자마자 마로 4개세트 시켰습니다! 선크림에 미쳐있는 수부지 피부인데 이건 화면으로만 봐도 미끄덩 수분감 아닌 촉촉 산뜻 수분 선에센스네요!!!
@aceryu95,"너무나 원하던 제형의 선크림이긴한데
이거 덧바르는거 가능할까요?"
@user-jomin,"만 30살 된지 얼마 되지 않은 사람으로써 진짜 만 서른되니깐 칙칙해지구 잡티에 모공에 ㅠㅠ 정말 관리안해주니 너무 후회됩니다ㅠㅠ 
뒤늦게 좋은 화장품 쿠션이 아니라 기초템 관심 가지면서 기초부터 튼튼히 관리해야겟다 싶습니다. 정말 ㅠㅠ 다들 미리미리 관리하세요ㅠㅠㅠ진짜 선크림도 꼬옥!!! 바르세여ㅠㅠ 진짜 안 바르는 순간 30대 시작되고 바로 폭삭폭삭 늙는 게 제가 거울 보는데 느껴집니다ㅠ"
@byuldal7991,"제가 최근에 피부염 때문에 너무 스트레스 받는 중인데
 피부염일 수록 자외선 노출 더 조심해야 하잖아요. 근데 빨리 낫고 싶으니까 꾸덕한 재생크림을 아침에도 발랐거든요. 떡이 지던 말던 일단 빨리 낫고 싶은 마음이 더 커서ㅠㅠ 꾸덕한 재생크림에 기존 선크링까지 바르니까 진짜 대환장 파티 근데 이건 세럼 제형이니까 꾸덕한 재생크림 바르고 발라도 괜찮을 것 같아요. 거기다 진정성분까지 있다고 하니 저한테 지금 완전 필요해요ㅠㅠ 피부염일 때 메이크업도 최대한 안 하는 게 좋다고 해서 회사 다닐 때는 생얼로 다니는데 아침에 바르고 점심시간에 바르고 퇴근 전에 또 바르고 계속 덧바르다보니까 마지막 퇴근 전에 바를 때는 아무리 수분감 좋은 선크림이라고 해도 하얗게 뭉치거든요... 선팩트? 그것도 써봤는데 제가 똥손이라ㅠ 메이크업용으로 바르는 쿠션도 양조절 어려워하는데 아무래도 선쿠션은 좀 가벼우니까 괜찮겠지? 했지만... 선쿠션도 떡지고 어렵더라구요. 지금 이런 상황에 선세럼이라니 진짜 혁명...🥹 여름에 제가 잘 사용하는 바디 톤업크림이 있는데 써본 것 중에 이게 젤 자연스럽게 톤업이 잘 되서 이것만 쓰거든요. 근데 아쉬운 점이 자외선 차단 기능이 없어서 매번 선크림 바르고 나서 톤업크림을 발랐어요. 최대한 백탁 현상 없고 가벼운 제형의 선크링을 바른다고 해도... 여름철에 끈적거리는 건 어쩔 수가 없는데 수분감 많은 세럼 제형이라고 하니까 여름에 이거 바르고 톤업크림 바르면 너무 좋을 것 같아요! 가끔 헤메 받을 때가 있는데 샵에서 간단한 스킨케어만 하고 오라고 하지만... 제가 지방 살아서 보통 서울에서 받는데 가는 동안... 어떻게 선크림을 안 발라요ㅠㅠ 이건 메이크업 착붙이라고 하니까 샵 가기 전에 바르기에도 부담 없을 것 같아요. 그리고 궁금한 점 하나 있는데 선세럼 같은 경우도 선크림처럼 이중세안 해야 할까요?!"
